dataset,stem,n_residues,model,mode,predictor,neff_tier,fold_verdict,seq_leakage,msa_neff,length,range,cut,precision,n_candidate,n_true,n_top,eval_set
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.5333333333333333,107,9,15,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,1.0,107,9,6,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.8888888888888888,107,9,9,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.9909297052154196,107,9,107,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.4,10,4,10,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.4,10,4,10,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.6666666666666666,10,4,6,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.75,10,4,4,eval-denovo
foldbench_monomer,5sbj_A,30,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.9166666666666667,10,4,10,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.7142857142857143,1653,60,70,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.8857142857142857,1653,60,35,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,0.9285714285714286,1653,60,14,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.7666666666666667,1653,60,60,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.9926292111320361,1653,60,1653,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.21428571428571427,327,15,70,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.42857142857142855,327,15,35,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.9285714285714286,327,15,14,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.9333333333333333,327,15,15,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.9993589743589743,327,15,327,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L,0.2,546,14,70,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.4,546,14,35,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,0.7142857142857143,546,14,14,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.7142857142857143,546,14,14,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.992749731471536,546,14,546,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.42857142857142855,780,31,70,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.7428571428571429,780,31,35,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.9285714285714286,780,31,14,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.7741935483870968,780,31,31,eval-denovo
foldbench_monomer,7ur7_A,70,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.9888668762651277,780,31,780,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.7166666666666667,5995,132,120,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.9333333333333333,5995,132,60,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,1.0,5995,132,24,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.6590909090909091,5995,132,132,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.9781933698230816,5995,132,5995,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.25,639,31,120,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.4666666666666667,639,31,60,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.875,639,31,24,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.7096774193548387,639,31,31,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.975249363327674,639,31,639,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L,0.4166666666666667,1170,58,120,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.6833333333333333,1170,58,60,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,1.0,1170,58,24,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.7068965517241379,1170,58,58,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.9764093897295956,1170,58,1170,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.275,4186,43,120,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.45,4186,43,60,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.8333333333333334,4186,43,24,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.5581395348837209,4186,43,43,eval-denovo
foldbench_monomer,8ah9_A,120,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.980858719386581,4186,43,4186,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.4246575342465753,8911,145,146,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.6438356164383562,8911,145,73,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,0.9310344827586207,8911,145,29,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.42758620689655175,8911,145,145,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.9580770531914056,8911,145,8911,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.1095890410958904,783,16,146,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.2191780821917808,783,16,73,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.4482758620689655,783,16,29,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.625,783,16,16,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.989406779661017,783,16,783,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L,0.14383561643835616,1458,23,146,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.2465753424657534,1458,23,73,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,0.27586206896551724,1458,23,29,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.34782608695652173,1458,23,23,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.9742160278745645,1458,23,1458,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.3493150684931507,6670,106,146,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.5205479452054794,6670,106,73,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.6896551724137931,6670,106,29,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.41509433962264153,6670,106,106,eval-denovo
foldbench_monomer,8eov_A,146,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.9498314131971992,6670,106,6670,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.44776119402985076,7381,95,134,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.6417910447761194,7381,95,67,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,0.8461538461538461,7381,95,26,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.5368421052631579,7381,95,95,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.949172891052776,7381,95,7381,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.20149253731343283,711,27,134,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.3880597014925373,711,27,67,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.6923076923076923,711,27,26,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.6666666666666666,711,27,27,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.9848386398094001,711,27,711,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L,0.2537313432835821,1314,34,134,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.4626865671641791,1314,34,67,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,0.8461538461538461,1314,34,26,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.7058823529411765,1314,34,34,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.9924172794117647,1314,34,1314,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.1044776119402985,5356,34,134,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.16417910447761194,5356,34,67,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.23076923076923078,5356,34,26,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.23529411764705882,5356,34,34,eval-denovo
foldbench_monomer,8fjf_A,134,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.8763512169241994,5356,34,5356,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.6226415094339622,4753,79,106,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.7358490566037735,4753,79,53,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,0.8095238095238095,4753,79,21,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.6962025316455697,4753,79,79,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.9934447495707468,4753,79,4753,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.0660377358490566,567,7,106,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.11320754716981132,567,7,53,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.2857142857142857,567,7,21,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.5714285714285714,567,7,7,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.9840561224489797,567,7,567,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L,0.1509433962264151,1026,16,106,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.3018867924528302,1026,16,53,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,0.6190476190476191,1026,16,21,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.6875,1026,16,16,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.9962561881188119,1026,16,1026,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.4811320754716981,3160,56,106,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.7547169811320755,3160,56,53,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.8571428571428571,3160,56,21,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.7142857142857143,3160,56,56,eval-denovo
foldbench_monomer,8gac_A,106,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.9947964607879234,3160,56,3160,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.49640287769784175,8911,93,139,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.7681159420289855,8911,93,69,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,0.9629629629629629,8911,93,27,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.6774193548387096,8911,93,93,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.9922945978045884,8911,93,8911,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.06474820143884892,783,9,139,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.11594202898550725,783,9,69,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.2962962962962963,783,9,27,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.6666666666666666,783,9,9,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.9834912431811658,783,9,783,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L,0.14388489208633093,1458,20,139,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.2753623188405797,1458,20,69,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,0.5555555555555556,1458,20,27,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.65,1458,20,20,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.9933240611961057,1458,20,1458,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.38848920863309355,6670,64,139,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.6521739130434783,6670,64,69,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.9259259259259259,6670,64,27,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.671875,6670,64,64,eval-denovo
foldbench_monomer,8ju8_A,139,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.9930614687405389,6670,64,6670,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.5150214592274678,25878,204,233,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.7068965517241379,25878,204,116,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,0.8260869565217391,25878,204,46,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.5637254901960784,25878,204,204,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.9883418526715819,25878,204,25878,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.11158798283261803,1347,26,233,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.21551724137931033,1347,26,116,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.391304347826087,1347,26,46,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.5384615384615384,1347,26,26,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.9822832353112444,1347,26,1347,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L,0.15021459227467812,2586,36,233,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/2,0.29310344827586204,2586,36,116,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,L/5,0.6304347826086957,2586,36,46,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,R,0.75,2586,36,36,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,medium,AUC,0.992619825708061,2586,36,2586,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L,0.3648068669527897,21945,142,233,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/2,0.5431034482758621,21945,142,116,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,L/5,0.7608695652173914,21945,142,46,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,R,0.5140845070422535,21945,142,142,eval-denovo
foldbench_monomer,8k7o_A,233,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,long,AUC,0.9883523264985501,21945,142,21945,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L,0.16111111111111112,13861,91,180,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/2,0.23333333333333334,13861,91,90,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,L/5,0.4444444444444444,13861,91,36,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,R,0.23076923076923078,13861,91,91,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,all,AUC,0.935459710949907,13861,91,13861,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L,0.044444444444444446,981,8,180,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/2,0.08888888888888889,981,8,90,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,L/5,0.19444444444444445,981,8,36,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,R,0.625,981,8,8,eval-denovo
foldbench_monomer,8k7z_A,180,sparsa-scale-main-20260911-long-step-2000,single_seq,pair_network,,,,,,short,AUC,0.9888232271325796,981,8,981,eval-denovo
